"Definition","is_misogyny"
"A male with an erection, lies on his back while a second erect male inserts the penis of the first into his anus then lies back. A third male inserts the penis of the second into his anus and lies back forming a stack. A three man stack is known as a [short stack], A stack of four or more is known as a [full stack]. Full stacking has the added benefit of asphyxiating the bottom participants. The flapjacking experience can be enhanced by using maple syrup as lube and having each participant massage the balls of the person above.",1
"A man whose primitive instinct is so accutely attuned that he seeks out that place where he first came into the world.  Just like a salmon who swims upstream to lay its eggs where it was once an egg.  The problem is, that too many modern men try to eat it where real men simple know that it's THE PLACE to stick it.  (Men who think the place to stick it is their hand have more in common with gay men) If you eat it, you are pussy whipped.  If you use it as a place to stick it, then you are a real man and the woman knows her place.",1
"A new type of lad which has spiralled in 2009, mostly all PR's in clubbing holiday locations have been following this trend. Often seen wearing all saints, Lye and Scott, or any expensive label to better themselves from the rest of the crowd. Tiny thin fabric scarfs, jeans rolled up to the knee, espadrilles or basket shoes, or jeans pinned in at the ankle. Girls vest tops that cling to their ""defined"" chests to show off their bodies and arms. Walks around acting like they could have any girl on their arm, very cocky and modest.",1
"A sandwich consisting of steak, bacon, chick fingers, french fries, melted cheddar cheese, mozzarella sticks, ketchup, and mayonnaise. It is generally made on a lunch truck in the city of Newark by a small little man with curly hair who is thoroughly excited by the word Fat Brandon and has an odd unknown accent. This particular sandwich often brings on sudden erection and spontaneous ejaculation. Women have been known to orgasm just at the sight of this sandwich. It often makes people have a sudden urge to receive a [blumpkin].",1
"A sex prank in which the guy does the girl from behind with a window in front of them both and a cupboard behind them. A friend of the guy hides in the cupboard and quietly sneaks out and the two guys sneakily switch positions without the girl knowing. The guy who was initially in the cupboard is now having sex with the girl while the first guy quickly goes outside round to the window to wave at the unsuspecting girl who is suprised to see her boyfriend (or whatever) outside whilst she's still having sex... With someone unknown",1
"A substance that enjoyed cult status in the 1950s and '60s, when hordes of women would gather in domestic settings to finger and fondle it at parties, often becoming rapturous in the process.  It is said that, with the party reaching its climax, only the hostess would receive immediate gratification by being able to keep a bag of the substance, while the others could only look on in envy or become hostesses themselves.\r\n\r\nBesides cockroaches, the only thing that is thought to be capable of surviving a nuclear holocaust.\r\n",1
"A term used in the south east of England, to discribe a female sexual deviant. In perticular, one who is primarily interested in incestrial intercourse, often fantasizing they are in a relationship with their own father.\r\n\r\nThe use of the name 'Diana', is one taken from the name of Lady Diana Spencer (The Princess of Wales) and refers to the belief that the holder of the title of ""Pink Diana"" often believes themselves to be of sufficient social background, but in actual fact, they are often of very poor class, and standard.",1
" A really old vagina.",1
"(N.) - Bomb ass pussy",1
"(n)- slang for vagina",1
"(noun) A faggot pussy",1
"1823 term for vagina.",1
"A Female Jews Vagina.",1
"A Jewish woman's bra.",1
"A Man with a big dick",1
"A Vagina, snatch etc.",1
"A Very Smelly [pussy]",1
"A banging hot female.",1
"A bi-word for vagina.",1
"A big fat black cock.",1
"A big fat black woman",1
"A bitch with no penis",1
"A casual sex partner.",1
"A chicks hairy pussy.",1
"A common young woman.",1
"A coward, pussy, etc.",1
"A dark haired female.",1
"A dick down a throat.",1
"A dick face ass bitch",1
"A dick in your mouth.",1
"A dick snapping minge",1
"A dirty dick drinker!",1
"A dive at the vagina.",1
"A dude who eats pussy",1
"A dude who is a pussy",1
"A emo chicks [pussy].",1
"A fat chick's vagina.",1
"A fat chick's vagina.",1
"A fat japanese woman.",1
"A fat woman's vagina.",1
"A female cat's vagina",1
"A female crack smoker",1
"A female douche bag. ",1
"A female douchenozzle",1
"A female drug dealer.",1
"A female getting wet.",1
"A female midget slut.",1
"A female nympho troll",1
"A female pubic hair. ",1
"A female-ejaculation.",1
"A flat-chested woman.",1
"A gay male having sex",1
